id,source,text,label
ce2b53621,news4vip,"あと
承認欲求はあることは否定してもしょうがないよ

あるんだもん",0
05fdce708,newsplus,"我々は生物なんだな。
故に不十分で生物らしく存在している。
まずは生きている。この事実を認識して、もう一度振り返るのも必要。",0
3c26280fd,livejupiter,"ならそうやわ
ファッ！？ってなったもん",0
ddee3ee77,news4vip,いや水子が…なんでもない,0
88f11502e,news4vip,その意見はさすがに頭悪いさすがクソコテ,0
ba5965a7c,newsplus,最初はそのネタでメディアスクラムまで組んで必死に籠池を叩いてたのになw,0
c37c90d6d,livejupiter,止まるんじゃねえぞ…,0
e4b31cf13,newsplus,"第三者委員会を作らないとダメじゃね？
ここには億円擁護派と予報士擁護派しかいないし",0
24bb81493,livejupiter,"日本の司法はクソ←わかる
日本の満員電車はクソ←わかる

日本の女はクソ←フォッ！？",0
aeb7ba282,livejupiter,やっぱ豪快にシュート打ち込んでこそフットボール、ぶつかり合ってもボールを取った方が正義がフットボールよ,0
3fd6f761e,news4vip,"アベチョンと同じ
テロリストを信奉してんのか",0
f744ce383,news4vip,"×職歴が人の価値

&#9898;&#65038;職歴無しはカス",0
51cf9ce22,newsplus,"なんでやｗ
アカいヒットマーク出てるから、効いてる効いてるってほっとしとるだけやのにｗ",0
a4a874620,news4vip,"(´・ω・)人によって様々だと思いますが、眠りたくても眠れない
それによって本人の生活に影響を及ぼしている状態ですかね",0
48d98e051,news4vip,やっぱ女って経済的に困らせないと、少子化引き起こすんだな,1
293c57119,newsplus,"まだいるんだｗしつこいな。
どうせ資本論を読んだことないくせにｗ",0
661510904,news4vip,お前はそっ閉じしてろよｗ,0
08a31ad8d,newsplus,いくら議論してもここの意見は聞かないと言う以上、まずウヨ豚思想がキチっていることを納得させなきゃ始まらない。という考え方。,0
02edf2558,newsplus,"そもそも朝日はどれが「真の原本」か知らないので
朝日を証人喚問しても事実は分からないよ。
必要なのは財務省を証人喚問して全ての原本のバージョンを吐かせる事。",0
c0f0fbc35,news4vip,"歴史的な意味あいでは残りはするだろうけど
内容の深みとして、教養として残るかは疑問",0
d1a6aee96,newsplus,"保育園代はバカにならないよ。
幼稚園代と違って、保育園代は世帯所得によってはかなり取られる。
それが浮くのはとてもありがたい。",0
a41c2314e,newsplus,"文系は妄想と言葉遊びだから、際限なくバカになる可能性がある。
理系は理論体系が現実に即してるから、妄想ではいられない。",0
a0b7ef5a5,news4vip,"神輿やらだんじりが出る祭りはちゃんと警察と連携するだろ

ハロウィンはどうよ？
誰が責任者だ？",0
709d10b42,news4vip,恋愛感情と性欲は=では無く、好きじゃなくてもやれる、好きな人は恋愛感情でも欲しくなるな,0
2a97fe69b,news4vip,"ほぼ確定してるよ
いつ実行しようかなって考えてる段階

支持率が回復してからだろうな",0
336c5f126,newsplus,"朝鮮戦争だよ
休戦中なのを知らんのか
トランプの妄言のように日本が戦争に手を出す必要なんてないのさ",0
9f06f26c9,news4vip,"あまり明確な個性はない感じ
虫が来たら逃げる
イメチェンした子はみんなで褒めちぎる
ぶっちゃけ十人十色というより十人同色",0
6225e75e3,livejupiter,"わい12月からやってるんやけど、
未だAランクで燻っとるんや。
多分有能野手が一人でもきたらもう少し上目指せるんや",0
5eef9d24e,news4vip,"だいたい慰安婦がどうのこうのって
レイプが国技の民族に言われたくないわ",1
caa153d0b,newsplus,"この通州事件は民間での申請だよ
申請してしまえばいい",0
f47b6bf14,news4vip,"そういうわけじゃねえんじゃね
ただ日本のことしか知らなかったんじゃねえの",0
ed10d4a23,news4vip,"マクドはケチだからそんなものはない。

廃棄ものは全て廃棄",0
123c564a0,livejupiter,"オオオン！！！！！！！オオオン！！！！オオオオオオオオオ！
ンオオオオアアアアアアアアアアア！！！！！！！！！！",0
da84a13c2,news4vip,"そうなんだよな
なんかチャンスありそう感あるんよな",0
c26f988b7,news4vip,"可視光線域を拡大し、重なり合ってここに存在している自由を手に入れる
その象徴が白金(Silver)であるならばそれを受容できる",0
99242f645,news4vip,"サンダース先生当選しないかなぁ
サンダース型アメリカ合衆国をみてみたくてしょうがない",0
b6f7cba73,livejupiter,"こんなご時勢なのに自分で家持たないと「子供部屋おじさん」だからな
自宅で事足りるなら賃貸せんでもいいし",0
193558218,news4vip,"どうした引きニートぼっちくん
こんなスレ立てても友達もいなければ一生女と話すこともできない、お前の悲しい人生は変わらないぞ？",0
adba4420a,news4vip,子供のころ兄貴からほたるの墓はつまんないって刷り込まれてたわｗ,0
59ef51e68,newsplus,"貴方の基準で変だと思ったら、気に入らないIDがすべて億円になるの？
おかしいんじゃないかね？",0
455b2ef70,newsplus,民事で言いがかり付けられてるだけで刑事は不起訴で決着済みと公表されているよ。,0
7f58ab7e9,newsplus,"１日ここに書くバイトだろ
認定していいようだから、してやるわ
工作員おつww",0
5d8d4afca,livejupiter,"すまん28日後やったわ
ゾンビ映画一爽やかなエンディングやと思う",0
8ffc9e259,newsplus,"勝手に多神教を決めつけないでくれ。そんな多神教はない。
というか、そういうレベルの話なら一神教だって証明を要求されるものでもない。",0
376ceaef4,newsplus,"メガネ産業を奪われてジャイアント・パンダは来ず。
これが日中友好アル。",0
e669d5d02,newsplus,"この記事見て、そもそも移民を推進してる側に
イスラム化が目的のやつらも混じり出してるんじゃないかと感じた",0
f0861b1e6,news4vip,"俺も童貞お前も童貞
ここにいる奴なんて大半が童貞だわ",0
1ad7b4a50,livejupiter,"二人で出かけてぎゅーとちゅっちゅされたからこっちが乗り気になってたら彼ピ居るとか言われたんご
恥ずかしすぎてどうしたらいいのかわかんない",0
72a1daca4,newsplus,"地政学とか書いてあるが、結局は世界が完全な保護貿易体制になってもアメリカは大丈夫
って言いたいだけなんじゃね？まぁそういう意味じゃ実際そうだろうし",0
822d42dec,news4vip,"フフ。。。アク金が効かないか・・・・

みんなもコントたんのかわいいお顔が見れてよかったね！これで放送は終わるよ！",0
745b1deaa,news4vip,"知ってるよ。
JRは労働組合も強くて中核派みたいな思考したアホ多いもんね。
在日枠でチョンも多いしね。
(´･ω･`)y-~~",0
c2d34559f,newsplus,"意味不明
ネトウヨが他者を攻撃したという話はあまり聞かないが
しばき隊や中核派などサヨクはよく暴力手段を行使するし攻撃的で挑発的だよ
適当なこといって印象操作してもダメダメｗ",0
2172e25e1,livejupiter,やっぱジャガイモ食ってるような野蛮人はダメやな,0
2200f9fc1,news4vip,童貞じゃないのか(ｶﾞｯｶﾘ),0
af5239eb3,newsplus,"宗教はなくならないんだから
暴走を抑えるものは必要だよね
宗教の毒抜きが悪いとは思わない
基地外は暴走するからね",0
7ed8e8c0e,news4vip,じゃあ今から書こう,0
5da56116d,newsplus,"タンク、シート、エンジン周りは言うほどズーマーではないけどね。
ただ、基本コンセプトや顔周り見るに、狙いはズーマー400だっただろうから、むしろタンクやエンジン、シートはもう少しズーマーのイメージ残すべきだろうと思う。",0
776c7aa89,news4vip,"結論→クズなら遺伝子残そうとか考えんじゃねぇ！！

くっそたれぇ！！普通の生活がしたいんじゃあ！！",0
bf529e92e,livejupiter,ノムケンがレッドソックスで指導したボガーツとかいう選手3割打ってるらしいな,0
d0dac8468,news4vip,"勝手すら自由と言うならば
お前の意見を否定するのも自由と言える",0
ddad84fed,newsplus,"言わされてるという前提で考えてたわ
こんな事後藤さんが言うメリットなんて何もないもんｗ",0
dc396b0fa,newsplus,"重量物でも積んでいない限り木で出来た船は簡単には海底までなんか沈まない
木が水を吸って重くなるまで海面に出ているってことよ",0
0a5c5e428,livejupiter,"兵庫勢やけど姫路明石神戸で出たことないぞ
そういうとこしか行ってないかもしれんけど",0
cb81f7c46,newsplus,"早かろうと遅かろうと、受付期限ないに通告しているのなら
何の問題もないだろ",0
ea0b1aefa,newsplus,食い物に係ると日本人は、本気を出す民族性。,0
50d07bdfd,newsplus,"レイシストだのナチスだののレッテル貼れば、自分は非難されないと勘違いしてる部分もあるだろうからな、
それにしても昨日のウジテレビの論調をそのまま持ち出すとか、つくづく「自分」のない論客だこと・・・ｗ",0
73ab69b4e,news4vip,"税金バカ食いしてんのはニートじゃなくて障害者とナマポだろ
そんな事も分からんほどアホなのか",1
d78f62ece,newsplus,"失礼なキチガイだなｗ
おまえのような奴は、実社会ではまともに相手にされてないだろｗ",0
6bd9345f5,news4vip,"日本じゃ女に重罪は無いよ
子供のためにも仮面夫婦でいるべき",0
96521a96d,news4vip,"だよねー
宇佐美こそジョーカーで良かったのに

まあ試合後だから言えることだけど",0
8435fa76c,livejupiter,"やってた時期もあるけど誰も聴きに来てくれんくて悲しかったからやめたンゴ
1人で喋り続けるのマジで辛い．．．",0
fb898f1f5,livejupiter,"この卓は土田にきが
愛宕さんの差し込みであがりますね",0
a26793888,newsplus,"「日本ﾀﾋね」で敵に回したのがネトウヨだけと思っている時点でおよそ日本人の感覚ではない

でその社会の底辺の「ネトウヨの圧力」を何故、芸能人や有識者が考慮しなきゃいけないのかも考えろよ",0
9cab32c62,livejupiter,大学からのメールの誤送が多いとかメールシステムを急に変更したり…,0
a860c5e94,news4vip,"180越えてるしそんなに気にするこたぁないな
むしろ目線が近い方が嬉しいこともあるよ",0
e50985d16,news4vip,"ふとんに入って
ドラえもん読むんです。",0
da65d92c0,newsplus,つまりお前は不倫の厳罰化には反対か。なんでだろうなんでだろう,0
b56a5caea,newsplus,"気持ち悪い映像だった
つか、集金自ら挨拶するような集会なわけね
応対する幹部で支那にとっての相手の重要度がわかるみたいだけど、さて",0
89ccc5c6f,news4vip,"核兵器でも持って孤高の将軍様とかいう天皇様抱えて戦うの？
核武装したら今の国際政治でどんな目にあうか予測できるの？孤立するのは君だよ",0
fb1c5c554,news4vip,"先天的な障害だから改善することはあっても治ることはない
例えば生まれつき右足がない人は義足を着ければ歩けるようになるけど治ったわけじゃないみたいな",0
45ff87e5b,livejupiter,無理やからもっと走るんやで,0
6141a3e6d,newsplus,"それで例えば実際の違法薬物取引を検挙したとしても
操作法が違法だとして無罪になったりするの

法の穴って凄いよね",0
e0f54a4c4,livejupiter,ワイチケットは全て有能,0
2d133f3d0,newsplus,"一連の報道を見てもサムスンの在庫について憶測も含めて騒がれているけど
SKハイニックスの方は何も記事が出てこないんだよね
意図的に触れないようにしているのか怪しさを感じる",0
458ff0b06,news4vip,"違うと思う
ミリタリースレは複数立てたけど",0
cae6d9590,news4vip,"裁判官が居ないから犯罪にならず、
脱税しほうだいで税金集まんないんじゃね？",0
4b0c5bf24,newsplus,"日本人が作れるものを、日本より技術の高いオーストラリア人が作れない訳がない
韓国とは違う
韓国と比べるのはオーストラリア人差別",1
3deaaa51b,news4vip,わりと高学歴のおちこぼれとかは劣等感からここに来るんじゃねーの？,0
1ed2c0d47,newsplus,"それ指摘してるだろ
ハゲバンクも初期には碌に通じない使えないで解約求めても解約料6万とかやってたからユーザー泣き寝入り
本来は被害者のユーザーがこんな動きをしても良かったんだが朝鮮人が関わるとこうなるって皮肉だよ",0
21b149703,livejupiter,"ワイ4やけど、ナビ代わりに画面付けっぱなし、通信繋ぎっぱなしで使ってても4時間くらいはもつし
そういうの使わんかったら1日普通に使っててもまだ大丈夫やねんけど……

ワイが当たりバッテリー引いてるだけなんか？",0
c71dc1899,livejupiter,"そうそう
クチートとかカイロスとか、所謂マイナーポケでも戦える土壌を作るって意味ではメガシンカっていい考えなんよ
下手に進化させると輝石があるからな",0
c6d755a15,news4vip,"言われてみると好きっていう人聞かないな…
外国の人は胸毛好きそう",0
0546db104,livejupiter,状況によるんやろうけど成功率6割程度ってコスパ悪いんやないの？,0
b2a1f6e20,news4vip,コテハンを嫌わない名無しは名無し失格やぞ低能,0
3c9fe1054,livejupiter,"野球chから居るけど長谷川とか犯罪ごっこしたいならなんJ行けば？
そもそもネタ求めておんj来てる方がおかしいっつうの",0
e18b62e06,news4vip,"いや、多分、そうじゃなくて、
「え、あいつ逃げんの？じゃ、俺も」
って流れだと思うw",0
a0ac4c672,news4vip,"左翼を勘違いしていないか？
日本では左翼＝売国みたいなイメージあるけどそんなことは無い。",0
e349ba693,news4vip,"レジン樹脂も似たようなやつでこちらはプラ板より
汎用性高い",0
9e8267972,newsplus,新潟パターンだから日が出るまでなんとも。,0
f621b69a8,news4vip,"それは弓の弦の強さによるかもね
めちゃくちゃ固くてボディビルダーくらいしか引けない！って固さの弦なら垂直に近く飛ぶだろうけど。

一般人が打つとどうしても多少は弧を描くよ",0
8b92c836f,news4vip,"ホモの恋愛なんてやって2か月ぐらいで終了だぞ
わりとマジで
じゃなきゃ発展場なんかねーよ
シコって忘れろ",0
ae32967d7,livejupiter,"アナ「石原は捕手の最多安打記録を更新中です」

ん？広島限定？球界全体で？ジョーやノムさん越えはないんやろ？",0
af9b9a6fe,newsplus,"申し訳ない
レスの意図がよくわからんです

バカにもわかるようにオナシャス",0
42f52db9f,news4vip,"日本人なら全員クリアしてる
できないのはチョンの血が入ったヒトモドキだけだ",1
87fd45c11,news4vip,"分かりやすいのはなくなったよ
でも、大人になっても本質は変わらないよ
変なやつは虐められるし、嫌な話、率先して他人を虐めるような奴が大体上にいる。これはマジだ。",0
c433d3201,news4vip,移動先基本的人権その1：平等権差別されない権利·平等権は、憲法13、14、24条に規定されています。男女の性別や、人種、国籍、家柄などで差別され...,0
2de61a890,newsplus,ヽ(;ﾟ;Д;ﾟ;;)ｷﾞｬｧｧｧ見たいけど家族が寝てるから見れないいいいい！！！,0
45a6b24c7,news4vip,"そもそも下唇太いのってなんで分かるんだよ気持ち悪いな
真っ赤になるんだよなぁドナルドみたいに..",0
c6255ac3f,news4vip,デスノの頃はまだ許されてた感あった,0
72bbff597,news4vip,沼なのか分からんが自分が女装からヤバい方向にいきつつあるのは如何するかね…,0
a905cc98c,newsplus,"旧ちゃんのＮ速＋は相変わらずなんだな。
それでも留まっている住人は何を思ってるんだろうな。",0
a233ac8a7,news4vip,"俺がそう思うから事実はそうなんだと主張するの？
なにこいつ、頭やベー",0
b85d49dac,news4vip,とりあえず訳も分からないまま着いていくことにします,0
6642f8e16,newsplus,"民辛党議員なので、やはりそこの「国民」とは、
日本国民ではなく、韓国国民や北朝鮮国民かと思われw",0
5ff8bc7f8,livejupiter,"ジャダさんとこのリモンチェッロも捨てがたいなぁ

あ、あと石貫會の賄いの鯖と冬瓜の煮物！",0
ea7e28520,newsplus,"日本が敵というシナリオも彼らは考えなきゃならんだろうが、
わざわざインチョン・コンプレックスと書いているのだから
インチョン上陸作戦のようなシナリオについて言っているのだと理解してくれ。",0
6b9b8d746,news4vip,"論破する対象がないじゃんw
何か主張しなよ童貞クンw",0
1cd03e5f4,news4vip,"ちげーよ
カナダ人とフィリピン人の人たちがつまらなさそうにしてた",0
5268585a5,newsplus,"そういえば在日による殺人事件も猟奇的なのが多いんだよね
動物殺しから始まるパターンは残虐性が高い傾向を感じるよ
弱い者を殺すのが快感なのかねー、本当に狂ってる",1
2a719cac9,news4vip,"俺もそれ気になってた
俺は映画によって違うんじゃないかなって思ってる",0
19988fbae,livejupiter,"そんな労働者は党に親しい人間か賄賂ばっかやで
（一年でポンときたような人間には）与えられねーわ",0
eecbb3a25,livejupiter,"jグリップのバット知っとる奴おる？美津和タイガーの

金入ったら買いたいンゴねぇ",0
ae7174418,news4vip,"嫌なことも多いけど指名がたくさんあるのって
そんだけ必要とされるんだって心地よさもあり辞めれないのもある",0
18969b39b,news4vip,野党は桜井誠を推しているのかね?チョンくんｗｗ,0
317f7c07a,newsplus,"個人のチラ裏をニュースとしてスレ立てするのはどうかと思う。
書いてることもネットで見知った中途半端な知識をつぎはぎしてるだけだし。",0
4613e19d0,news4vip,ベル、ボーイング、富士、川重、防衛省と泥試合の様相になりそうなのでソフトに表現してみました,0
5861b49da,news4vip,人口が永遠に増え続けるのを前提にした社会システムを構築した無能な年寄りどもにやるカネなど無いわ,0
0acc4e5a0,livejupiter,べつに見た目は普通やけどそれなりに話せるし知り合いもかなりできてるで,0
1096073a3,news4vip,"ほげぇえ！！
ん...１ヶ月昼飯もやしにすればなんとかなるかな
どこの店でできるの？",0
a98a627cb,newsplus,あらｗ、筆頭住人さんたちが沸いてきちゃったんで一旦はなれますねぇｗ,0
146ee4155,news4vip,"ぼきゃあも粘土に立てろって言われて嫌々立てたのに5スレなんだよなあ
これが才能の差な？",0
b1fc04b2c,livejupiter,"うらやまC
昔普通のソープで19歳GカップパイズリOKの子の店忘れて後悔したわ
なぜかバックだけはNGって言われたけど",0
5d1e67e7e,newsplus,"いや、そこまで鬼畜な家畜計画も出てこない中途半端な生温さが
この場合、最も問題ではないかと思われ",0
ec42c7bbd,livejupiter,"なんかさ
上司？みたいな変なのつれてきて滅茶苦茶長話するから困ってたんよ
警察ね
あんがと",0
a5c937e6e,newsplus,"日本国籍が便利だからと日本国籍を取得したぐらいだから
死ぬまで日本に居るだろう。",0
d2de5a1be,news4vip,"それと童貞である理由がモテないからだと断定してる童貞キッズ
君も大学生ぐらいになってちゃんと友達作れたらわかるが、お前と違ってモテない以外の理由で童貞のやつはけっこういるゾ
最近はむしろファッション童貞といって童貞を騙るやつも増えてるしな",0
740a33d27,livejupiter,"実際センター7割だったら結構選べると思うんだけどなあ…
やっぱ世界違うわ",0
32a7dcbd8,newsplus,"折れることはないが（日本人の感覚で）折れたように見せることは出来る
成果欲しさにこれに簡単に乗っかるのが外務省
んで乗ったら成果を殊更アピール→日韓マスゴミが報道して安倍（経産省）叩きが始まる",0
d2225193d,news4vip,"まぁ次はＧＷかなw
いま96個
間に合わなかったらほんとゴミになるからどうにかしたい",0
b389f141c,livejupiter,"でも男は理論で女の価値を決めがちとその手のせんせーが言ってた
WHBとか頭デッカチのうちは女の気まぐれさは理解できんであろうと",0
3431e6073,news4vip,"10日にはたらく魔王さま！0と魔法科高校の劣等生14発売だぜ
楽しみやな＾＾",0
7109fc077,newsplus,"併合時代は日本万歳だったのに、戦争に負けた途端に手のひらクルーだからな
信用しちゃいかん、関わったらダメ、心を許すな",0
98465a0b2,newsplus,"（；ﾟДﾟ）スマホだったら、おーぷんstormってのがありますね
今スマホにインスコして書き込んだら上手く行ったようで一安心です",0
b285cc2f0,news4vip,"上手くかけねえって思いすぎて全然楽しめてないのはやっぱり良くないか
もう少し楽しめるようになりたい…",0
3d0195d44,livejupiter,姉のパンツまだか？,0
8aebbe4c8,livejupiter,"いやワイはキャラクターデザイン自体はこのままでもええと思うで
キャラはそのままで澄ました表情にすればそれに噛みつくほど馬鹿やない
でもこの表情はアウトや",0
e987a0e7b,newsplus,"「旅」の恥はかき捨て

彼らは、住人じゃないから
「地域を良くするため」に頑張る理由がそもそもない",0
feb057b97,livejupiter,"逆に去年はこの時期からうちはいい打者を上位に固めてcsにいったもんな
それと真逆なことなんでやり始めたのか",0
eac72ec36,newsplus,"韓国の裁判所では、こんなやり方がまかり通るんだろうなｗ
ほんとに論理的な思考が出来ない民族だわ",1
6ac87cb84,news4vip,消費税がミスったな。それまでは絶好調だったのに。それにしても消費税はすげえ威力だなー。,0
27b9dc565,livejupiter,そういえば友達こらへんのか？,0
917e66ba3,newsplus,人類はそろそろ、労働から解放されるべきなんだよ。,0
e99a9011c,news4vip,日常生活では女は攻撃的な目線でしか見てくれないから女＝攻撃的と思うのは残念ながら当然,1
6530f13c0,livejupiter,"トルコもイスラム圏では珍しい世俗主義の国やったのに
エルドアンがしょーもないイスラム法に基づいて支配する国になるんかなぁ",0
f780bc303,livejupiter,"西武の闇知らんだろ
なんだよ打点王キャプテンに逃げられるって",0
cc4a97307,news4vip,マンションは辞めとけ、大規模修繕の時まとまりが無くなったマンションは悲劇だよ。,0
faaf21967,newsplus,まあ、オナニーも出来ねえから、嫁が性欲処理をしてやんねえと溜まる物も抜けねえって話もあるけどなぁ～このおっさんｗ,0
6eba34b4e,newsplus,"61も言っているが巡洋艦、駆逐艦、フリゲートの区別が曖昧になっているから護衛艦という言い方は、間違っていないと思う。

ついでに言えば支援戦闘機もマルチロールファイターの和訳にしたい（ｗ",0
dc076b65f,newsplus,"生野の無差別殺傷テロもそうだが、どれも判を押したように
精神疾患か知的障害なのは在日医者が偽の診断書でも作ってんだろうな",1
cb803474d,newsplus,"実際に日本に旅行に来たムスリムの声として見たんだけど
それも、反イスラム何とかじゃなく、イスラムと仲良くしましょう的な方で
都合悪い情報は全部「反イスラムの工作、イスラム一般人がどうなってるかなんて分からない」って無理がありすぎるよ",0
3f3ac9078,newsplus,仮設住宅まだあるんだけど,0
46265b949,news4vip,"インデックス投資に天井とか底とか言ってる馬鹿w
アクティブファンドを上回る利益が見込めるとか知らないんだろうな
インデックスファンドよりリスクの少ない投資があるなら言ってみろよ、ほら",0
ad21ad8cf,news4vip,"んじゃ、国民幸福党？
どこぞの宗教団体の傘下っぽくなるな。",0
2405a9d8f,news4vip,アーモンドの様な臭い？,0
b0a9a9828,news4vip,"風俗嬢ならそれを貫けばいいけど
本当に違うのであれば、嘘で嬢発言は彼女結構やばい",0
a4c730935,livejupiter,"パワプロって過去のボスキャラを倒した相手と戦ったりする燃える展開あるんやな
ポケはあんまりそういうのなかった気がするンゴねえ",0
6df0c54e8,newsplus,"ちゃんと地鎮祭して、御神酒で清めて、おもてなししてあげようよ。
食事もカツ丼や生姜焼き、地酒も取り揃えた至れり尽くせりで。
それをイスラム教徒がイヤだと言ったら、今後は全く認めないとしたらいい。
我々日本人の厚意を無碍にする連中は朝鮮人同様、叩き出すのみ。",1
e026fb8d8,newsplus,"カードシステムのセキュリティ対策して有ったんだけど、ＮＨＫが
取材に来て不特定多数の人が出入りする為に当日はセキュリティを
外してたんだって。ＮＨＫには、刺青仲間のシバキ隊の大物ディレ
クターが居るもんな。怪しいわ。",0
8a7c1ed7c,newsplus,"レーダー？ロックオン？瀬取り？そんなことよりモリカケだ！

真面目にこいつら正気じゃないと思う",0
1b9b05cf0,livejupiter,"PS4はまだ遊べるゲームあるけどVITAはほんとなんもない
2年くらい前からずっとほこりかぶったまんまや",0
10f4dc19d,livejupiter,それはそうやけど色々飼ってみてやっぱ一番飼いやすいんは猫やと思う,0
67aaa362e,newsplus,"BOOWYはいつも綴りを忘れてしまうのは俺だけか？

あと、「春歌（はるか）」、「湯女（ゆな）」、「未歩（みほ）」など
言葉の意味を分かって付けているのか怪しいのもある。",0
1888df51e,livejupiter,"せやろか
わい小５、６のとき
ワンチャン勝てそうな感じやったで",0
e51f960bc,news4vip,"コテハンでTPRGでもゲームでもいいから、
何かしらスレでゲームして、
ランキグンをつけてコテ活モチベを上げよう計画。",0
b8dc55d61,livejupiter,日本の右翼でこんなに酷いことをしたという話は聞かないのでブサヨやチョンに限った話と言えると思います,0
425d1925d,news4vip,お前ら大和民族は根絶されるべきだ！今すぐ日本を朝鮮人に明け渡せ！,1
313dfe843,news4vip,"無知で申し訳ない！！
教えてあげたいけどわからない！！
ほかの事聞いて答えれる範囲で答えるよ！！",0
fdef1acaa,newsplus,"フォークダンスの時間、手を握らせてくれなかった女の子たちは
実はイスラム教徒だったんだ！",0
9572586ac,newsplus,"元俳優のDJ。

池袋ウエストゲートパークのキングとか演じてたよ。",0
57d385bb7,news4vip,"DAPUMPいいねえ
懐かしい
IFとか好き",0
5bad5477f,newsplus,">今年は7位への転落がささやかれている。
その内にビッグ7()と言い出すのも時間の問題w",0
1d080a1db,livejupiter,何の罪もない女の子を泣かした上人生に支障が出るまで追い詰めたホモガキ共も地獄に落として、どうぞ,0
a9297a999,newsplus,｢いずも｣などのDDHより汎用護衛艦DDの方が技術的にも面白いと思う,0
ede5461dd,news4vip,"親父が末期がんで苦しんでるんだけどさ、
ちょっとプロポフォールとエスラックス投与してやってくれないか？
気管挿管無しでおけおけ。",0
05bbaa56a,newsplus,イスイスが日本標的と喧伝してる以上は自分はイスラムは危険とみなす,0
215e7e378,newsplus,宗教で文化侵略される事とウイグル人（イスラム教）を弾圧する中国の事を考えると、どう折り合いを付ければいいのか難しい,0
3eb7c68e9,newsplus,"禁止条項で線引きしなければ教えなかったり反発したりする親や教師がいるからね
性善説に頼るのはやめとくべきじゃね？性悪説もどうかだがこれはね",0
420a06067,news4vip,"自分の人生なんだから風潮とかじゃなくて自分で決めなよ
金だったら借りられるんだし成績によっては奨学金もあるんだから",0
1e26687bc,livejupiter,"規制されたらゴッソリとネトウヨコメが減ったらしいで
暇なネトウヨが粘着してID複数使ってたんやろなあ",0
cdb8776a9,newsplus,"日本人にとってはチョン同士の差別などどうでもいい
有害だから完全駆除するだけ
在コの言い訳は一々きくな
たいしたことは言っていない、時間の無駄",1
15cb2a6f0,newsplus,掲示板とかでしきりに核軍備、脱アメポチの反米保守アピールする奴を良く見るようになったあたりが転換点だったのかな,0
61a45a666,livejupiter,ドアップで映るのやめろ,0
ac0e3223d,newsplus,"おーぷんは本当にいいところ。
少しずつでも盛り上げていきたくなる。",0
47f83eecf,livejupiter,ノせられるザコが悪い,0
a3a08298b,news4vip,"親が死ぬか要介護になりそうです
一生遊んで暮らせないでしょうか？女は男親と仲悪いと世間にも出られないそうなのでそっちで考えています",0
7d6f5069f,newsplus,"ドイツは経済的に余裕があるんじゃないの
あっちの運転士組合が鉄パイプや角材で殺し合いする団体と付き合ってるなんて話も聞かないし

でも日本の暴力極左は恐ろしいよホント",0
d0d1fecb3,livejupiter,"部員数は？
20数人とかのとこやったらダサいな
大所帯やったらまだわからんでもないけど",0
bfcb7c579,livejupiter,たしか自己破産エンドだっけ？,0
2ba7263aa,livejupiter,"フリーズが減った(0になったとはいってない)

とっくに売ったわ
もう買うこともないやろな",0
4147d17cd,news4vip,"在日には外国で犯罪者するような基地外が多いけどだからって犯罪=在日のレッテルはるのやめろよ
天文学的確率でまともな奴がいるかもしれないだろ
それを信じようよ",1
ca56da9b1,news4vip,"その話だとあなたが年上？
芸能人も最近年の差・ルックス差婚ってよく報道されるから前よりはハードル下がってきた気はする",0
977054198,newsplus,裁判費用と運営費用だろ。人を一人雇えば月50万円の収入じゃ赤字になる。,0
a0b3ade17,news4vip,何もされていないのに人に攻撃するような民族なのか韓国人は！そんなゴミども死んで当然だ！o(｀ω´)o,1
d5ca4d9ec,newsplus,確かに「チョン死ね」とか言ってるヤツを雇いたくはない,0
956d1779b,livejupiter,"キャッチ〇が70で◎は0やで
他のコツは〇42◎28みたいに分かれてるのに",0
7b553cc46,livejupiter,"ほんまか
関学は知り合いおらんから清楚なイメージやったな
しかし痴漢強姦立命館というだけあってエロさでは負けへんやろ",0
02d1d52a8,livejupiter,"だよね？
阿久津下げコメ多かったから不安になっちゃってさ
ありがとう",0
afd9f7cf8,livejupiter,"韓国大好きな日本のバカな若者もいらん
糞食い土人韓国好きなら韓国に永住してホンタク食いまくればええんや",1
ee2c06216,news4vip,"必中は無理だから笑われようと数を打つしかないと…

低スペが生きるって悲しいことばかりだな",0
5d2251d90,livejupiter,"よく見とらんけど
例え「喫煙不可」だったとしても、その主張ができない女側に問題があるやろ",0
df18cdf59,livejupiter,"ファーwwwwww5-0wwwww負けやな
↓二十分後
さて逆転したかな？",0
b0247bcaf,newsplus,"しかし結局森友問題ってなんだったんだ？
野党が騒いだという印象しかないのだが。",0
02765d06a,newsplus,日本の煙草もすっかり宗教だな,0
62b8fb15b,newsplus,"おまいらおはよう
どうやら飲みすぎたらしく頭痛いです

この結果でまだもりかけを国会でやるようなら野党は本当にアホ",0
9052351c8,news4vip,石川は車バイクが圧倒的に一番便利な交通手段だから電車はやめとけ,0
eb184852d,livejupiter,"そこは卑弥呼やろ
かわいいけども",0
1b228ef81,newsplus,"意味がわからん、その分近畿ブロックの１枠減ったんじゃん。
そういうのは落してから言えよ。よーわからん言い訳だな",0
72bcbe8ab,newsplus,"顔を合わせて集まる事を会合というので間違いじゃないかな
合コンやパーティーも会合だし
そこで何かを決めようとする意図が無くても会合はあてはまる",0
7d4a6ad67,newsplus,陰謀説はオカ板向きじゃね？,0
